ehux_ID,geph_ID,match
69773,evm.model.Contig122.11,100
446402,evm.model.Contig1611.1,100
432385,evm.model.Contig1734.11,100
435442,evm.model.Contig36.31,100
59121,evm.model.Contig2402.3,100
365512,evm.model.Contig2122.1,100
197089,evm.model.Contig9.34,100
222215,evm.model.Contig9.50,100
228473,evm.model.Contig958.20,100
47104,evm.model.Contig5163.3,100
235133,evm.model.Contig1233.9,100
235791,evm.model.Contig4686.1,100
119960,evm.model.Contig1055.25,100
254750,evm.model.Contig1188.27,100
60845,evm.model.Contig883.38,100
60840,evm.model.Contig1617.8,100
436032,evm.model.Contig5649.1,100
208366,evm.model.Contig1356.13,100
208329,evm.model.Contig961.17,100
451704,evm.model.Contig12.29,100
58318,evm.model.Contig1164.14,100
257030,evm.model.Contig1063.4,100
356854,evm.model.Contig2368.8,100
58721,evm.model.Contig2737.3,100
58720,evm.model.Contig4.74,100
447535,evm.model.Contig1657.12,100
73141,evm.model.Contig1914.2,100
59740,evm.model.Contig267.5,100
433167,evm.model.Contig1215.2,100
218032,evm.model.Contig1197.6,100
421168,evm.model.Contig978.17,100
442257,evm.model.Contig980.15,100
63946,evm.model.Contig1639.11,100
211180,evm.model.Contig3065.2,100
98551,evm.model.Contig1359.7,100
59448,evm.model.Contig5992.1,100
456826,evm.model.Contig5295.1,100
254033,evm.model.Contig1514.18,100
102732,evm.model.Contig1576.6,100
69433,evm.model.Contig966.21,100
452662,evm.model.Contig1038.38,100
194396,evm.model.Contig2609.1,100
207472,evm.model.Contig1566.12,100
193771,evm.model.Contig889.2,100
49307,evm.model.Contig1402.1,100
76882,evm.model.Contig3879.2,100
79538,evm.model.Contig1617.8,100
431653,evm.model.Contig1903.6,100
195533,evm.model.Contig1359.7,100
48569,evm.model.Contig1834.14,100
75517,evm.model.Contig990.14,100
433471,evm.model.Contig994.17,100
59977,evm.model.Contig926.26,100
229500,evm.model.Contig1052.5,100
205511,evm.model.Contig1.56,100
314568,evm.model.Contig4580.1,100
56864,evm.model.Contig821.15,100
114267,evm.model.Contig901.1,100
251401,evm.model.Contig828.24,100
229718,evm.model.Contig4936.1,100
249362,evm.model.Contig824.44,100
416733,evm.model.Contig1100.5,100
256454,evm.model.Contig47.30,100
117708,evm.model.Contig827.58,100
438414,evm.model.Contig62.24,100
64185,evm.model.Contig2196.8,100
357111,evm.model.Contig1417.21,100
50586,evm.model.Contig1359.7,100
61727,evm.model.Contig1398.19,100
221734,evm.model.Contig1756.14,100
352880,evm.model.Contig1193.10,100
48639,evm.model.Contig1943.6,100
256793,evm.model.Contig1220.14,100
65422,evm.model.Contig961.28,100
216523,evm.model.Contig1898.10,100
67398,evm.model.Contig828.31,100
218228,evm.model.Contig1611.11,100
230287,evm.model.Contig105.3,100
121080,evm.model.Contig1870.8,100
414268,evm.model.Contig990.15,100
460117,evm.model.Contig1100.5,100
60337,evm.model.Contig3254.2,100
235169,evm.model.Contig958.13,100
118009,evm.model.Contig1208.19,100
447732,evm.model.Contig1889.6,100
252891,evm.model.Contig54.13,100
223317,evm.model.Contig910.26,100
201986,evm.model.Contig1340.1,100
199001,evm.model.Contig3851.2,100
255370,evm.model.Contig1882.15,100
58777,evm.model.Contig287.2,100
66337,evm.model.Contig2142.6,100
255449,evm.model.Contig32.16,100
314236,evm.model.Contig4580.1,100
201822,evm.model.Contig1316.6,100
66865,evm.model.Contig1377.8,100
436239,evm.model.Contig344.2,100
464996,evm.model.Contig1220.14,100
68046,evm.model.Contig1306.1,100
59418,evm.model.Contig111.13,100
72492,evm.model.Contig896.4,100
309009,evm.model.Contig2166.8,100
236438,evm.model.Contig1754.4,100
241418,evm.model.Contig1859.14,100
463192,evm.model.Contig2339.3,100
230594,evm.model.Contig1491.7,100
426384,evm.model.Contig918.2,100
215884,evm.model.Contig1084.9,100
64462,evm.model.Contig1109.10,100
259015,evm.model.Contig962.11,100
432769,evm.model.Contig146.10,100
432765,evm.model.Contig30.5,100
223478,evm.model.Contig1312.7,100
71873,evm.model.Contig54.17,100
359860,evm.model.Contig971.20,100
60566,evm.model.Contig889.13,100
235397,evm.model.Contig1030.22,100
244323,evm.model.Contig112.10,100
210888,evm.model.Contig1095.9,100
368120,evm.model.Contig2928.7,100
49763,evm.model.Contig2338.2,100
48362,evm.model.Contig5676.1,100
450720,evm.model.Contig2036.3,100
243987,evm.model.Contig1108.18,100
211490,evm.model.Contig1989.7,100
433058,evm.model.Contig2181.5,100
231170,evm.model.Contig1001.13,100
222521,evm.model.Contig6170.1,100
460756,evm.model.Contig2520.2,100
359333,evm.model.Contig1617.8,100
50103,evm.model.Contig55.21,100
437206,evm.model.Contig911.21,100
240473,evm.model.Contig963.35,100
357310,evm.model.Contig836.53,100
418142,evm.model.Contig2043.7,100
351041,evm.model.Contig1076.21,100
61387,evm.model.Contig2248.2,100
420385,evm.model.Contig4156.1,100
432045,evm.model.Contig1637.5,100
78182,evm.model.Contig3225.1,100
437992,evm.model.Contig1168.20,100
366595,evm.model.Contig2928.7,100
109030,evm.model.Contig1526.4,100
363813,evm.model.Contig3592.1,100
315296,evm.model.Contig4580.1,100
116083,evm.model.Contig4152.2,100
362577,evm.model.Contig3679.1,100
47741,evm.model.Contig36.20,100
354280,evm.model.Contig1170.29,100
442978,evm.model.Contig64.1,100
73737,evm.model.Contig1617.8,100
420028,evm.model.Contig1451.11,100
316256,evm.model.Contig15.19,100
457332,evm.model.Contig1904.3,100
249275,evm.model.Contig6547.1,100
434388,evm.model.Contig1969.3,100
427592,evm.model.Contig1125.6,100
247782,evm.model.Contig1359.7,100
218631,evm.model.Contig1359.7,100
57758,evm.model.Contig2.28,100
459404,evm.model.Contig1377.14,100
460498,evm.model.Contig948.35,100
451959,evm.model.Contig1904.6,100
113611,evm.model.Contig2764.1,100
459895,evm.model.Contig1154.17,100
49446,evm.model.Contig1456.9,100
59424,evm.model.Contig2206.10,100
59426,evm.model.Contig1166.1,100
50029,evm.model.Contig1162.19,100
208114,evm.model.Contig1221.15,100
258085,evm.model.Contig953.33,100
56186,evm.model.Contig1766.5,100
309748,evm.model.Contig850.16,100
199412,evm.model.Contig1317.8,100
422391,evm.model.Contig6352.1,100
223426,evm.model.Contig953.3,100
468958,evm.model.Contig1220.14,100
450344,evm.model.Contig948.2,100
226357,evm.model.Contig2148.8,100
44855,evm.model.Contig44.6,100
422156,evm.model.Contig47.20,100
58702,evm.model.Contig1041.26,100
106819,evm.model.Contig40.5,100
350739,evm.model.Contig611.1,100
432584,evm.model.Contig1660.8,100
441122,evm.model.Contig3186.3,100
460564,evm.model.Contig26.40,100
203981,evm.model.Contig1831.1,100
71736,evm.model.Contig980.28,100
62208,evm.model.Contig1408.9,100
79498,evm.model.Contig1617.8,100
70663,evm.model.Contig1174.25,100
229155,evm.model.Contig1594.8,100
241442,evm.model.Contig74.5,100
54411,evm.model.Contig2688.3,100
258000,evm.model.Contig261.8,100
194122,evm.model.Contig2452.7,100
59540,evm.model.Contig848.21,100
209761,evm.model.Contig130.7,100
444991,evm.model.Contig1003.6,100
231902,evm.model.Contig1055.19,100
55595,evm.model.Contig813.33,100
64633,evm.model.Contig1436.8,100
258904,evm.model.Contig1336.18,100
442116,evm.model.Contig1094.11,100
216548,evm.model.Contig1178.23,100
226098,evm.model.Contig3123.1,100
449868,evm.model.Contig25.46,100
443529,evm.model.Contig21.3,100
443525,evm.model.Contig1617.14,100
439549,evm.model.Contig5899.2,100
354566,evm.model.Contig162.10,100
68884,evm.model.Contig5.4,100
308356,evm.model.Contig1729.11,100
429577,evm.model.Contig817.31,100
234145,evm.model.Contig1859.15,100
228095,evm.model.Contig837.14,100
238253,evm.model.Contig1174.11,100
424447,evm.model.Contig48.13,100
61989,evm.model.Contig1014.2,100
199063,evm.model.Contig1215.6,100
46257,evm.model.Contig28.1,100
46258,evm.model.Contig28.1,100
260267,evm.model.Contig3679.1,100
218205,evm.model.Contig163.1,100
358994,evm.model.Contig1417.21,100
100710,evm.model.Contig1446.7,100
59131,evm.model.Contig2370.8,100
349715,evm.model.Contig1188.27,100
259157,evm.model.Contig42.20,100
46042,evm.model.Contig1129.6,100
64122,evm.model.Contig82.3,100
62204,evm.model.Contig1536.13,100
362080,evm.model.Contig1328.20,100
311445,evm.model.Contig10.20,100
217334,evm.model.Contig1241.12,100
124329,evm.model.Contig2243.10,100
462924,evm.model.Contig3442.2,100
467259,evm.model.Contig1414.8,100
432859,evm.model.Contig1281.1,100
432853,evm.model.Contig383.1,100
367273,evm.model.Contig1284.16,100
49860,evm.model.Contig2137.1,100
351454,evm.model.Contig1407.1,100
453996,evm.model.Contig2011.7,100
217295,evm.model.Contig70.20,100
117032,evm.model.Contig1383.8,100
201474,evm.model.Contig824.4,100
257614,evm.model.Contig149.5,100
199655,evm.model.Contig910.39,100
374077,evm.model.Contig1472.20,100
75973,evm.model.Contig1058.19,100
235729,evm.model.Contig2023.11,100
247593,evm.model.Contig7.44,100
352444,evm.model.Contig883.38,100
418014,evm.model.Contig56.10,100
354267,evm.model.Contig1145.24,100
245476,evm.model.Contig1964.4,100
66770,evm.model.Contig1439.12,100
439027,evm.model.Contig2656.2,100
368729,evm.model.Contig971.20,100
436369,evm.model.Contig1874.5,100
351975,evm.model.Contig889.38,100
197658,evm.model.Contig3488.2,100
101736,evm.model.Contig896.22,100
124129,evm.model.Contig121.14,100
453755,evm.model.Contig2027.10,100
259510,evm.model.Contig989.17,100
65056,evm.model.Contig89.9,100
257724,evm.model.Contig2176.8,100
75318,evm.model.Contig954.31,100
427320,evm.model.Contig1256.17,100
71048,evm.model.Contig1475.11,100
48803,evm.model.Contig383.2,100
256467,evm.model.Contig954.28,100
48021,evm.model.Contig1810.2,100
440649,evm.model.Contig118.18,100
46707,evm.model.Contig1416.17,100
352521,evm.model.Contig1284.16,100
209217,evm.model.Contig98.15,100
195769,evm.model.Contig926.7,100
356897,evm.model.Contig1664.8,100
50125,evm.model.Contig1664.7,100
454502,evm.model.Contig1526.6,100
365216,evm.model.Contig896.22,100
256818,evm.model.Contig6.70,100
367958,evm.model.Contig1617.8,100
110859,evm.model.Contig2093.9,100
66170,evm.model.Contig72.16,100
239458,evm.model.Contig78.14,100
353329,evm.model.Contig1129.16,100
193966,evm.model.Contig1719.4,100
59827,evm.model.Contig974.19,100
227100,evm.model.Contig2201.3,100
194277,evm.model.Contig1766.3,100
78000,evm.model.Contig1077.7,100
201974,evm.model.Contig1529.13,100
255025,evm.model.Contig1250.8,100
123268,evm.model.Contig2695.3,100
259461,evm.model.Contig2309.1,100
58761,evm.model.Contig1706.10,100
355533,evm.model.Contig1634.7,100
431772,evm.model.Contig2452.3,100
358694,evm.model.Contig184.2,100
73377,evm.model.Contig3147.1,100
62761,evm.model.Contig161.5,100
449536,evm.model.Contig1154.17,100
53692,evm.model.Contig1191.15,100
48539,evm.model.Contig3016.2,100
427667,evm.model.Contig1269.8,100
102068,evm.model.Contig1429.3,100
434325,evm.model.Contig3404.1,100
109157,evm.model.Contig1063.26,100
372733,evm.model.Contig10.20,100
60571,evm.model.Contig820.46,100
49588,evm.model.Contig828.54,100
463064,evm.model.Contig2767.9,100
368294,evm.model.Contig1893.2,100
65915,evm.model.Contig54.17,100
422478,evm.model.Contig1361.13,100
364929,evm.model.Contig1723.3,100
99509,evm.model.Contig1325.8,100
78136,evm.model.Contig1119.18,100
249324,evm.model.Contig1319.14,100
316931,evm.model.Contig4580.1,100
116162,evm.model.Contig1775.11,100
251286,evm.model.Contig1089.28,100
50323,evm.model.Contig903.19,100
77799,evm.model.Contig96.19,100
56641,evm.model.Contig377.2,100
205077,evm.model.Contig1319.14,100
227739,evm.model.Contig131.2,100
437029,evm.model.Contig2195.6,100
434598,evm.model.Contig978.20,100
200016,evm.model.Contig1407.22,100
207374,evm.model.Contig1235.7,100
105946,evm.model.Contig990.6,100
247604,evm.model.Contig7.46,100
197388,evm.model.Contig965.21,100
455468,evm.model.Contig837.18,100
351059,evm.model.Contig1315.4,100
110869,evm.model.Contig634.1,100
209250,evm.model.Contig854.7,100
432489,evm.model.Contig89.10,100
432486,evm.model.Contig2731.2,100
225233,evm.model.Contig1214.24,100
431863,evm.model.Contig1191.14,100
247034,evm.model.Contig90.10,100
218761,evm.model.Contig7.30,100
310364,evm.model.Contig1326.14,100
60379,evm.model.Contig21.31,100
59878,evm.model.Contig926.26,100
77317,evm.model.Contig1617.8,100
351249,evm.model.Contig1264.29,100
98492,evm.model.Contig6.44,100
78073,evm.model.Contig3352.1,100
246130,evm.model.Contig1359.7,100
200807,evm.model.Contig39.24,100
48139,evm.model.Contig2021.2,100
433254,evm.model.Contig1317.19,100
233574,evm.model.Contig2928.3,100
232308,evm.model.Contig52.1,100
198180,evm.model.Contig2923.2,100
108043,evm.model.Contig1359.7,100
373330,evm.model.Contig23.42,100
442625,evm.model.Contig1592.21,100
69316,evm.model.Contig1617.2,100
62592,evm.model.Contig850.53,100
415746,evm.model.Contig1401.4,100
78826,evm.model.Contig140.6,100
61107,evm.model.Contig2609.6,100
98361,evm.model.Contig889.37,100
231370,evm.model.Contig1573.6,100
219518,evm.model.Contig821.46,100
59061,evm.model.Contig171.13,100
433191,evm.model.Contig849.9,100
422227,evm.model.Contig2143.4,100
361805,evm.model.Contig31.30,100
76861,evm.model.Contig1878.7,100
49107,evm.model.Contig267.5,100
60285,evm.model.Contig1536.7,100
78428,evm.model.Contig1094.1,100
54629,evm.model.Contig826.7,100
224897,evm.model.Contig57.25,100
448376,evm.model.Contig338.4,100
432299,evm.model.Contig820.73,100
119433,evm.model.Contig940.23,100
117402,evm.model.Contig19.39,100
122619,evm.model.Contig1132.22,100
59611,evm.model.Contig1156.1,100
257438,evm.model.Contig1071.37,100
58207,evm.model.Contig532.5,100
366397,evm.model.Contig2899.3,100
443369,evm.model.Contig4757.1,100
435853,evm.model.Contig1035.23,100
438393,evm.model.Contig939.39,100
315921,evm.model.Contig4580.1,100
446273,evm.model.Contig1215.2,100
75509,evm.model.Contig2993.1,100
354368,evm.model.Contig55.21,100
349605,evm.model.Contig1359.7,100
444406,evm.model.Contig2695.3,100
312645,evm.model.Contig4580.1,100
451841,evm.model.Contig1431.13,100
350842,evm.model.Contig828.5,100
256058,evm.model.Contig1279.12,100
417676,evm.model.Contig1038.17,100
209205,evm.model.Contig210.4,100
204636,evm.model.Contig3497.1,100
363780,evm.model.Contig971.20,100
457510,evm.model.Contig1303.3,100
49398,evm.model.Contig1074.25,100
236751,evm.model.Contig886.58,100
467234,evm.model.Contig947.26,100
416460,evm.model.Contig1220.14,100
63809,evm.model.Contig31.14,100
423002,evm.model.Contig26.40,100
234133,evm.model.Contig151.9,100
438529,evm.model.Contig1027.1,100
449424,evm.model.Contig933.27,100
48605,evm.model.Contig1553.19,100
48602,evm.model.Contig850.53,100
256225,evm.model.Contig1547.13,100
460880,evm.model.Contig1381.3,100
360999,evm.model.Contig1572.6,100
252067,evm.model.Contig2848.1,100
359905,evm.model.Contig92.5,100
204165,evm.model.Contig2081.1,100
311377,evm.model.Contig4580.1,100
436840,evm.model.Contig1096.10,100
251768,evm.model.Contig35.18,100
437405,evm.model.Contig10.18,100
445650,evm.model.Contig1027.1,100
68589,evm.model.Contig1617.8,100
366552,evm.model.Contig1957.11,100
437368,evm.model.Contig1338.16,100
207711,evm.model.Contig961.12,100
364831,evm.model.Contig1617.8,100
46070,evm.model.Contig12.16,100
68749,evm.model.Contig3147.1,100
59809,evm.model.Contig1069.19,100
58819,evm.model.Contig1144.7,100
440871,evm.model.Contig1077.3,100
48908,evm.model.Contig942.4,100
215960,evm.model.Contig3582.1,100
195042,evm.model.Contig18.43,100
432861,evm.model.Contig1580.1,100
67636,evm.model.Contig1310.5,100
357624,evm.model.Contig781.31,100
225574,evm.model.Contig634.1,100
461587,evm.model.Contig1762.13,100
364503,evm.model.Contig1417.21,100
353401,evm.model.Contig20.14,100
49364,evm.model.Contig881.2,100
423772,evm.model.Contig1034.11,99.88
450815,evm.model.Contig2456.2,99.85
439538,evm.model.Contig1266.10,99.83
94915,evm.model.Contig14.23,99.79
460023,evm.model.Contig28.41,99.78
463254,evm.model.Contig28.41,99.78
433014,evm.model.Contig33.37,99.78
203630,evm.model.Contig1596.4,99.76
459364,evm.model.Contig1225.37,99.76
417393,evm.model.Contig2359.5,99.74
420746,evm.model.Contig205.2,99.74
439942,evm.model.Contig374.3,99.72
210898,evm.model.Contig1515.4,99.71
428248,evm.model.Contig1241.8,99.71
100548,evm.model.Contig947.19,99.71
453729,evm.model.Contig276.3,99.7
371922,evm.model.Contig820.58,99.7
115340,evm.model.Contig941.16,99.69
70214,evm.model.Contig116.1,99.69
441206,evm.model.Contig6691.1,99.68
426056,evm.model.Contig1416.16,99.68
229870,evm.model.Contig1098.14,99.68
73171,evm.model.Contig306.3,99.68
249196,evm.model.Contig1345.15,99.67
214231,evm.model.Contig1260.23,99.67
54328,evm.model.Contig821.58,99.67
210955,evm.model.Contig844.28,99.66
73420,evm.model.Contig962.22,99.66
53810,evm.model.Contig1513.6,99.66
364196,evm.model.Contig1016.18,99.66
218204,evm.model.Contig849.19,99.66
463382,evm.model.Contig38.3,99.66
109923,evm.model.Contig871.56,99.66
365731,evm.model.Contig1188.27,99.65
42214,evm.model.Contig1790.2,99.65
351492,evm.model.Contig6193.1,99.64
448624,evm.model.Contig6237.1,99.64
113551,evm.model.Contig1170.4,99.64
108124,evm.model.Contig19.37,99.64
104191,evm.model.Contig836.49,99.63
244073,evm.model.Contig88.1,99.63
464796,evm.model.Contig1211.11,99.63
433142,evm.model.Contig832.5,99.63
450287,evm.model.Contig1.58,99.62788104
233079,evm.model.Contig2122.4,99.62368421
311819,evm.model.Contig97.16,99.62
461963,evm.model.Contig496.1,99.62
363726,evm.model.Contig26.3,99.62
441890,evm.model.Contig971.20,99.62
417071,evm.model.Contig2388.1,99.62
67603,evm.model.Contig2850.3,99.62
44102,evm.model.Contig1016.23,99.62
65068,evm.model.Contig938.25,99.61
197163,evm.model.Contig971.20,99.61
200700,evm.model.Contig1888.1,99.61
432006,evm.model.Contig18.42,99.61
447831,evm.model.Contig3395.1,99.6
367510,evm.model.Contig971.20,99.6
212574,evm.model.Contig2254.4,99.6
433971,evm.model.Contig930.1,99.6
227933,evm.model.Contig1259.17,99.6
466320,evm.model.Contig6615.1,99.59
451572,evm.model.Contig2049.8,99.59
440119,evm.model.Contig6123.1,99.59
440113,evm.model.Contig6123.1,99.59
94856,evm.model.Contig180.2,99.59
100135,evm.model.Contig1343.16,99.59
195282,evm.model.Contig2620.3,99.58
439725,evm.model.Contig614.2,99.58
350019,evm.model.Contig971.20,99.58
43331,evm.model.Contig1432.6,99.57
436409,evm.model.Contig780.19,99.57
460442,evm.model.Contig832.1,99.57
432205,evm.model.Contig44.17,99.57
70007,evm.model.Contig951.34,99.57
238033,evm.model.Contig1553.10,99.56
433265,evm.model.Contig1317.5,99.56
100158,evm.model.Contig821.4,99.56
309350,evm.model.Contig1381.3,99.55
252431,evm.model.Contig19.37,99.55
210633,evm.model.Contig886.44,99.55
63782,evm.model.Contig2135.4,99.55
56659,evm.model.Contig791.64,99.55
317426,evm.model.Contig1381.3,99.55
68829,evm.model.Contig1593.1,99.55
214103,evm.model.Contig76.20,99.55
54760,evm.model.Contig9.27,99.55
55059,evm.model.Contig2166.4,99.55
368186,evm.model.Contig1211.11,99.55
208710,evm.model.Contig1344.12,99.54
112291,evm.model.Contig1784.7,99.54
446964,evm.model.Contig1671.3,99.54
437919,evm.model.Contig1671.3,99.54
211608,evm.model.Contig989.37,99.54
443247,evm.model.Contig1019.22,99.54
435175,evm.model.Contig195.1,99.54
63216,evm.model.Contig889.55,99.53
432336,evm.model.Contig1183.21,99.53
444460,evm.model.Contig2524.1,99.53
99888,evm.model.Contig308.2,99.53
218642,evm.model.Contig2029.8,99.53
310913,evm.model.Contig2229.1,99.52545886
45167,evm.model.Contig1596.10,99.52
439656,evm.model.Contig1135.14,99.52
432889,evm.model.Contig1009.6,99.52
430018,evm.model.Contig2884.6,99.52
106249,evm.model.Contig62.14,99.52
253368,evm.model.Contig1596.4,99.51
439784,evm.model.Contig26.34,99.51
63173,evm.model.Contig4451.1,99.51
194603,evm.model.Contig3438.1,99.51
435377,evm.model.Contig2572.1,99.50005
43746,evm.model.Contig1318.9,99.5
444262,evm.model.Contig1123.33,99.5
67671,evm.model.Contig4179.1,99.5
438373,evm.model.Contig1015.7,99.5
255744,evm.model.Contig1466.9,99.5
421885,evm.model.Contig972.18,99.49
438170,evm.model.Contig1110.6,99.49
68131,evm.model.Contig891.21,99.49
451667,evm.model.Contig1179.13,99.49
96482,evm.model.Contig965.30,99.48
432680,evm.model.Contig1068.21,99.48
217340,evm.model.Contig1241.25,99.48
234804,evm.model.Contig646.1,99.48
104722,evm.model.Contig848.48,99.47
456723,evm.model.Contig1188.23,99.47
463191,evm.model.Contig1343.20,99.47
254840,evm.model.Contig1015.28,99.47
435466,evm.model.Contig4707.1,99.47
437418,evm.model.Contig4707.1,99.47
71892,evm.model.Contig3802.1,99.47
44906,evm.model.Contig1191.6,99.47
64838,evm.model.Contig1237.4,99.47
45312,evm.model.Contig130.11,99.47
207140,evm.model.Contig1032.33,99.47
61598,evm.model.Contig2151.6,99.47
44988,evm.model.Contig772.3,99.47
233096,evm.model.Contig1032.33,99.47
254931,evm.model.Contig2731.1,99.46
433869,evm.model.Contig976.28,99.46
464301,evm.model.Contig72.19,99.46
104580,evm.model.Contig8.50,99.46
222641,evm.model.Contig835.12,99.46
124804,evm.model.Contig3796.2,99.46
444390,evm.model.Contig1621.9,99.46
350301,evm.model.Contig971.20,99.45
447268,evm.model.Contig971.20,99.45
199545,evm.model.Contig973.22,99.45
450859,evm.model.Contig1163.6,99.45
352297,evm.model.Contig998.2,99.45
460022,evm.model.Contig1150.4,99.45
70030,evm.model.Contig951.27,99.45
434386,evm.model.Contig1985.7,99.45
212443,evm.model.Contig1964.6,99.45
449936,evm.model.Contig1037.16,99.45
78187,evm.model.Contig1703.3,99.44533333
363689,evm.model.Contig261.7,99.44
198260,evm.model.Contig5999.1,99.44
448523,evm.model.Contig2.14,99.43
361171,evm.model.Contig495.3,99.43
435406,evm.model.Contig2096.5,99.43
438273,evm.model.Contig1241.15,99.43
204056,evm.model.Contig2170.8,99.43
212624,evm.model.Contig983.35,99.42
454372,evm.model.Contig26.28,99.42
454807,evm.model.Contig826.35,99.42
124710,evm.model.Contig1279.12,99.42
315160,evm.model.Contig1701.4,99.42
445963,evm.model.Contig963.32,99.42
95158,evm.model.Contig3908.2,99.42
204772,evm.model.Contig1319.22,99.42
467730,evm.model.Contig1072.11,99.42
445032,evm.model.Contig826.8,99.42
442181,evm.model.Contig1723.5,99.42
54133,evm.model.Contig1052.18,99.41
123603,evm.model.Contig1834.2,99.41
70453,evm.model.Contig2024.6,99.41
451253,evm.model.Contig926.29,99.41
237298,evm.model.Contig1241.25,99.4
415031,evm.model.Contig2077.4,99.4
124720,evm.model.Contig963.32,99.4
234144,evm.model.Contig1425.2,99.4
225498,evm.model.Contig644.1,99.4
55447,evm.model.Contig1407.9,99.4
47287,evm.model.Contig891.22,99.4
64857,evm.model.Contig36.20,99.4
437492,evm.model.Contig851.13,99.4
58060,evm.model.Contig18.13,99.4
219266,evm.model.Contig371.1,99.39
104255,evm.model.Contig801.68,99.39
66448,evm.model.Contig55.15,99.39
251183,evm.model.Contig371.1,99.39
208964,evm.model.Contig1057.26,99.39
450688,evm.model.Contig969.28,99.39
351024,evm.model.Contig1547.12,99.39
45995,evm.model.Contig2229.6,99.39
214240,evm.model.Contig24.35,99.38049383
64505,evm.model.Contig1.3,99.38
364940,evm.model.Contig941.14,99.38
194633,evm.model.Contig1657.8,99.38
253000,evm.model.Contig1040.24,99.38
433374,evm.model.Contig1809.16,99.38
196318,evm.model.Contig6744.1,99.38
353924,evm.model.Contig1348.14,99.38
432779,evm.model.Contig2263.4,99.38
